datetime,PRECTOTCORR,discharge_cfs
11-08-2011,0.61,115
12-08-2011,0.22,103
13-08-2011,5.12,88.5
14-08-2011,0.04,87.8
15-08-2011,0,123
16-08-2011,0,89
17-08-2011,0.29,81
18-08-2011,4.69,76.3
19-08-2011,0.25,75
20-08-2011,0.38,74.4
21-08-2011,3.58,73.6
22-08-2011,2.82,85
23-08-2011,1.47,103
24-08-2011,1.85,95.2
25-08-2011,0.21,81.8
26-08-2011,0,72.9
27-08-2011,0,67.8
28-08-2011,0,64.9
29-08-2011,0,60.5
30-08-2011,0,58.6
31-08-2011,0,57.5
01-09-2011,0.1,56
02-09-2011,0.16,55
03-09-2011,26.94,57
04-09-2011,65.52,122
05-09-2011,86.17,1530
06-09-2011,0.16,5280
07-09-2011,0,7320
08-09-2011,0,5000
09-09-2011,0,1800
10-09-2011,0,629
11-09-2011,0.63,402
12-09-2011,0,316
13-09-2011,0.01,264
14-09-2011,0.08,227
15-09-2011,0.01,200
16-09-2011,0,178
17-09-2011,0.01,166
18-09-2011,6.43,155
19-09-2011,36.17,169
20-09-2011,5.01,304
21-09-2011,0.53,440
22-09-2011,4.77,404
23-09-2011,0.35,286
24-09-2011,0,220
25-09-2011,0.04,178
26-09-2011,4.53,155
27-09-2011,10.2,145
28-09-2011,3.36,151
29-09-2011,0,148
30-09-2011,0,132
01-10-2011,0,122
02-10-2011,0,116
03-10-2011,0,110
04-10-2011,0,107
05-10-2011,0,104
06-10-2011,0,99.9
07-10-2011,0.01,96.1
08-10-2011,0,92.8
09-10-2011,0,89.6
10-10-2011,0.04,87.3
11-10-2011,0.13,85.9
12-10-2011,8.89,87.8
13-10-2011,0.77,106
14-10-2011,0,107
15-10-2011,0,99.3
16-10-2011,0,90.5
17-10-2011,0,86.5
18-10-2011,0.35,83.9
19-10-2011,0,81
20-10-2011,0,79
21-10-2011,0,78
22-10-2011,0,78.1
23-10-2011,0.26,78.1
24-10-2011,0.09,77.9
25-10-2011,0,77.9
26-10-2011,0,77.6
27-10-2011,1.41,75.7
28-10-2011,1.61,75.3
29-10-2011,0,74.1
30-10-2011,0,73.8
31-10-2011,0,74.2
01-11-2011,0,73.5
02-11-2011,0,73.6
03-11-2011,6.23,74
04-11-2011,0,77
05-11-2011,0,81
06-11-2011,0,79
07-11-2011,0,76
08-11-2011,1.12,75
09-11-2011,3.9,80
10-11-2011,0,80.2
11-11-2011,0,78.8
12-11-2011,0,75.9
13-11-2011,0.02,74
14-11-2011,0.36,74.9
15-11-2011,15.49,77.9
16-11-2011,6.73,169
17-11-2011,0.02,221
18-11-2011,0,139
19-11-2011,0.04,111
20-11-2011,0.17,101
21-11-2011,0.25,97.5
22-11-2011,12.46,96.2
23-11-2011,0.08,108
24-11-2011,0,114
25-11-2011,0,102
26-11-2011,18.1,96.3
27-11-2011,12.27,128
28-11-2011,1.62,154
29-11-2011,0.04,174
30-11-2011,0,176
01-12-2011,0,152
02-12-2011,0,128
03-12-2011,0,115
04-12-2011,0.09,107
05-12-2011,5.96,103
06-12-2011,9.98,109
07-12-2011,5.2,122
08-12-2011,0,133
09-12-2011,0,125
10-12-2011,0,117
11-12-2011,0,113
12-12-2011,0,108
13-12-2011,0.04,105
14-12-2011,0.16,104
15-12-2011,5.88,103
16-12-2011,2.29,105
17-12-2011,0.02,113
18-12-2011,0,109
19-12-2011,0.06,105
20-12-2011,7.01,103
21-12-2011,3.15,115
22-12-2011,21.34,133
23-12-2011,0.68,169
24-12-2011,0.32,147
25-12-2011,32.45,195
26-12-2011,40.3,664
27-12-2011,3.78,2780
28-12-2011,0,3250
29-12-2011,0,3170
30-12-2011,0,2060
31-12-2011,0.01,809
01-01-2012,0.04,504
02-01-2012,0,402
03-01-2012,0,341
04-01-2012,0,301
05-01-2012,0,277
06-01-2012,0.01,260
07-01-2012,1.01,245
08-01-2012,20.1,242
09-01-2012,11.11,486
10-01-2012,23.1,1050
11-01-2012,1.54,1750
12-01-2012,0.01,1440
13-01-2012,0,1030
14-01-2012,0,617
15-01-2012,0,457
16-01-2012,0.05,376
17-01-2012,18.76,344
18-01-2012,0.05,364
19-01-2012,0.57,380
20-01-2012,2.32,370
21-01-2012,5.42,372
22-01-2012,5.35,354
23-01-2012,8.46,507
24-01-2012,0.19,854
25-01-2012,7.31,1310
26-01-2012,43.66,2640
27-01-2012,0.07,3820
28-01-2012,0,3710
29-01-2012,0,2650
30-01-2012,0,1190
31-01-2012,0.9,660
01-02-2012,18.81,637
02-02-2012,1.36,1420
03-02-2012,14.3,1770
04-02-2012,12.16,2240
05-02-2012,1.86,4020
06-02-2012,0,4220
07-02-2012,0.14,3010
08-02-2012,0.08,1470
09-02-2012,0.04,824
10-02-2012,2.54,642
11-02-2012,0.23,555
12-02-2012,0,493
13-02-2012,14.66,448
14-02-2012,5.82,738
15-02-2012,11.2,1170
16-02-2012,14.64,2160
17-02-2012,0,3000
18-02-2012,53.33,4060
19-02-2012,2.42,6990
20-02-2012,0,5860
21-02-2012,0.01,5650
22-02-2012,0.02,3550
23-02-2012,0.1,1930
24-02-2012,1.24,1100
25-02-2012,0,775
26-02-2012,0.07,633
27-02-2012,2.6,552
28-02-2012,8.45,602
29-02-2012,3.63,657
01-03-2012,3.08,582
02-03-2012,17.26,600
03-03-2012,18.38,3250
04-03-2012,0,2770
05-03-2012,0,1750
06-03-2012,0,1010
07-03-2012,0,682
08-03-2012,15.59,554
09-03-2012,19.75,2430
10-03-2012,0,3370
11-03-2012,2.46,2870
12-03-2012,6.92,1850
13-03-2012,0.64,1120
14-03-2012,0.06,832
15-03-2012,0.01,689
16-03-2012,0,588
17-03-2012,0,511
18-03-2012,0,457
19-03-2012,0,415
20-03-2012,0.04,382
21-03-2012,43.24,876
22-03-2012,71.2,11800
23-03-2012,5.02,15100
24-03-2012,0,17000
25-03-2012,0,17600
26-03-2012,0,7440
27-03-2012,0,3020
28-03-2012,0.35,1480
29-03-2012,0.23,964
30-03-2012,2.91,782
31-03-2012,0.18,671
01-04-2012,0,590
02-04-2012,15.96,557
03-04-2012,10.13,1110
04-04-2012,1.49,1590
05-04-2012,6.34,1700
06-04-2012,0,1780
07-04-2012,0,1310
08-04-2012,0,843
09-04-2012,0,612
10-04-2012,0.22,504
11-04-2012,0.48,442
12-04-2012,0,400
13-04-2012,0,370
14-04-2012,0,345
15-04-2012,0.09,322
16-04-2012,6.44,310
17-04-2012,29.24,344
18-04-2012,0.27,450
19-04-2012,0,450
20-04-2012,0,383
21-04-2012,0.02,335
22-04-2012,0.01,306
23-04-2012,0,280
24-04-2012,0,260
25-04-2012,0,246
26-04-2012,0.27,235
27-04-2012,0.03,226
28-04-2012,0,218
29-04-2012,0,212
30-04-2012,0,204
01-05-2012,0,197
02-05-2012,12.82,203
03-05-2012,2.18,293
04-05-2012,0.03,278
05-05-2012,0.3,245
06-05-2012,2.54,212
07-05-2012,6.62,197
08-05-2012,8.03,209
09-05-2012,2.37,281
10-05-2012,0,239
11-05-2012,0.03,206
12-05-2012,30.98,197
13-05-2012,3.1,197
14-05-2012,0.01,526
15-05-2012,0,981
16-05-2012,0,534
17-05-2012,0,305
18-05-2012,0.13,232
19-05-2012,0.01,198
20-05-2012,0.01,178
21-05-2012,2.92,163
22-05-2012,0.18,153
23-05-2012,0.01,145
24-05-2012,0,138
25-05-2012,0,132
26-05-2012,0,125
27-05-2012,0,120
28-05-2012,0.59,116
29-05-2012,0.42,111
30-05-2012,9.34,107
31-05-2012,22.6,125
01-06-2012,0.35,188
02-06-2012,0,241
03-06-2012,0,291
04-06-2012,0.75,234
05-06-2012,16.75,173
06-06-2012,0.08,171
07-06-2012,0.02,190
08-06-2012,1.21,170
09-06-2012,6.06,157
10-06-2012,14.51,154
11-06-2012,29.33,166
12-06-2012,3.38,256
13-06-2012,0.24,413
14-06-2012,0.34,746
15-06-2012,0.15,739
16-06-2012,0.01,358
17-06-2012,0,225
18-06-2012,0,175
19-06-2012,0,149
20-06-2012,0,133
21-06-2012,0,122
22-06-2012,0,114
23-06-2012,0.02,109
24-06-2012,1.2,104
25-06-2012,0,98.9
26-06-2012,0,94.6
27-06-2012,0,90.8
28-06-2012,0,88
29-06-2012,0,85.3
30-06-2012,0,83
01-07-2012,0.18,80.9
02-07-2012,0.45,79
03-07-2012,0.46,79.5
04-07-2012,2.88,79.4
05-07-2012,4.09,83.3
06-07-2012,8.37,86.3
07-07-2012,1.39,89.1
08-07-2012,4.28,102
09-07-2012,9.11,110
10-07-2012,19.67,145
11-07-2012,32.15,141
12-07-2012,26.56,300
13-07-2012,12.37,568
14-07-2012,8.54,1330
15-07-2012,8.14,1080
16-07-2012,0.51,733
17-07-2012,4.95,903
18-07-2012,22.03,690
19-07-2012,23.2,667
20-07-2012,6.38,1100
21-07-2012,11.16,1990
22-07-2012,0.83,2440
23-07-2012,0.06,2750
24-07-2012,0.56,2670
25-07-2012,0.02,1370
26-07-2012,0.06,399
27-07-2012,7.02,271
28-07-2012,0.92,260
29-07-2012,0.85,273
30-07-2012,0.09,212
31-07-2012,1.22,180
01-08-2012,0.43,162
02-08-2012,3.74,148
03-08-2012,3.32,142
04-08-2012,4.28,210
05-08-2012,3.52,160
06-08-2012,7.59,146
07-08-2012,0.11,196
08-08-2012,2.97,234
09-08-2012,19.34,207
10-08-2012,6.4,168
11-08-2012,0.95,284
12-08-2012,0.06,351
13-08-2012,5.95,209
14-08-2012,1.37,164
15-08-2012,1.59,396
16-08-2012,20.38,391
17-08-2012,12.26,320
18-08-2012,23.92,320
19-08-2012,2.25,369
20-08-2012,3.38,320
21-08-2012,0.01,270
22-08-2012,0.01,288
23-08-2012,0.07,224
24-08-2012,1.33,188
25-08-2012,3.54,154
26-08-2012,0.01,138
27-08-2012,0,128
28-08-2012,8.91,130
29-08-2012,91.02,209
30-08-2012,68.55,4300
31-08-2012,13.35,6060
01-09-2012,3.63,5510
02-09-2012,0.96,4320
03-09-2012,0.92,2460
04-09-2012,7.01,1240
05-09-2012,0.77,689
06-09-2012,0.1,486
07-09-2012,0.01,387
08-09-2012,0.26,331
09-09-2012,0,291
10-09-2012,0,262
11-09-2012,0,236
12-09-2012,0.19,217
13-09-2012,0.04,203
14-09-2012,0,188
15-09-2012,0.2,175
16-09-2012,5.85,164
17-09-2012,21.79,163
18-09-2012,20.55,191
19-09-2012,0,390
20-09-2012,0,663
21-09-2012,0.02,519
22-09-2012,0,348
23-09-2012,0,250
24-09-2012,0,207
25-09-2012,0,181
26-09-2012,0.02,164
27-09-2012,0.01,153
28-09-2012,0.04,145
29-09-2012,15.27,141
30-09-2012,35.55,178
01-10-2012,5.16,314
02-10-2012,0.01,375
03-10-2012,0.76,428
04-10-2012,0,313
05-10-2012,0,245
06-10-2012,0.02,202
07-10-2012,0,177
08-10-2012,0,162
09-10-2012,0,148
10-10-2012,0,141
11-10-2012,0,134
12-10-2012,0,129
13-10-2012,0,128
14-10-2012,2.46,130
15-10-2012,0.56,128
16-10-2012,0,121
17-10-2012,1.84,113
18-10-2012,22.31,113
19-10-2012,0.01,130
20-10-2012,0,117
21-10-2012,0,106
22-10-2012,0,103
23-10-2012,0,101
24-10-2012,0,99.6
25-10-2012,0,98.7
26-10-2012,0.03,97.7
27-10-2012,0,97
28-10-2012,0,94.9
29-10-2012,0,94.5
30-10-2012,0,93.2
31-10-2012,0.01,91.9
01-11-2012,0,91.8
02-11-2012,0,92.1
03-11-2012,2.19,91.3
04-11-2012,2.36,93.2
05-11-2012,9.04,96.5
06-11-2012,0.1,107
07-11-2012,0,113
08-11-2012,0,105
09-11-2012,0,97.8
10-11-2012,0,96.9
11-11-2012,3.16,95.8
12-11-2012,15.79,133
13-11-2012,0,216
14-11-2012,0,198
15-11-2012,0,181
16-11-2012,0,161
17-11-2012,0,141
18-11-2012,0,130
19-11-2012,0,122
20-11-2012,0.02,119
21-11-2012,0,116
22-11-2012,0,113
23-11-2012,0.01,111
24-11-2012,0,109
25-11-2012,0,109
26-11-2012,10.34,113
27-11-2012,14.08,183
28-11-2012,0.04,258
29-11-2012,0,247
30-11-2012,0,238
01-12-2012,0,201
02-12-2012,0.02,176
03-12-2012,0.11,159
04-12-2012,15.03,149
05-12-2012,1.78,220
06-12-2012,0.22,216
07-12-2012,0.15,204
08-12-2012,0.5,211
09-12-2012,5.09,201
10-12-2012,33.5,265
11-12-2012,0.01,652
12-12-2012,0.01,1140
13-12-2012,0,889
14-12-2012,0.08,453
15-12-2012,0.14,316
16-12-2012,26.8,274
17-12-2012,6.9,446
18-12-2012,0,977
19-12-2012,1.29,992
20-12-2012,10.72,601
21-12-2012,0,638
22-12-2012,0,865
23-12-2012,1,555
24-12-2012,5.77,391
25-12-2012,54.01,984
26-12-2012,1.21,2560
27-12-2012,0,3920
28-12-2012,45.52,6040
29-12-2012,0.29,9110
30-12-2012,0,6890
31-12-2012,0.34,6450
